model,modality,value,function_name,patch_attention,patch_ffn,attn_fn,ffn_fn,attn_exp_dim,attn_max_exp,attn_min_exp,attn_window_size,attn_lut_build,ffn_exp_dim,ffn_max_pos_exp,ffn_min_pos_exp,ffn_lut_build,ffn_window_size,attn_segments,attn_segment_0,ffn_segments,ffn_segment_0,attn_degree_center,attn_degrees
meta-llama/Llama-3.1-8B,nlp,7.490318385925878,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,9.0,4.0,-4.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,7.61579329611618,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,9.0,4.0,-3.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,20.630959013291328,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,9.0,4.0,-2.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,2603.004800249893,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,9.0,4.0,-1.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,552726.1292178094,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,9.0,4.0,0.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,1051400.3367991494,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,9.0,4.0,1.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,1400078.4274692354,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,9.0,4.0,2.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,246.6347063852577,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,-8.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,31.581557011375924,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,-7.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,9.6628036979264,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,-6.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,7.817849571404256,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,-5.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,7.491010606031189,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,-4.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,7.839791016841056,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,-3.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,58.82871474192417,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,-2.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,4483.5619349001645,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,-1.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,550345.6535198771,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,0.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,1143219.692088638,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,1.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,1427718.710260461,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,2.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,232.4510159396017,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,-8.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,30.72663275827884,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,-7.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,9.664473572993776,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,-6.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,7.83165018372322,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,-5.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,7.520369352151794,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,-4.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,8.057140072565456,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,-3.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,91.15551750007964,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,-2.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,5541.879634614797,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,-1.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,553783.0666964089,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,0.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,1190855.9881438585,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,1.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,1426581.632406719,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,2.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,202.6728888002241,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,-8.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,30.707186351184376,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,-7.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,10.073647984854968,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,-6.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,8.183438025318406,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,-5.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,7.818726222403818,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,-4.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,8.466030661068837,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,-3.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,112.37761333453338,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,-2.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,5939.26341640774,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,-1.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,561567.892681416,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,0.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,1211193.961444932,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,1.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,1426075.346302359,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,2.0,min,256.0,,,,,,
meta-llama/Llama-3.1-8B,nlp,7.452819082947836,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,20.0,-16.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.45393629775753,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,20.0,-17.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.456305046627002,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,20.0,-18.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.455809878702728,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,20.0,-19.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.455796946647772,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,20.0,-20.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.461095722667161,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,20.0,-21.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.458219765319886,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,20.0,-22.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.463423551176914,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,20.0,-23.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.459105261696457,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,20.0,-24.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.452396017319496,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,21.0,-16.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.454657769515046,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,21.0,-17.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.454034619611523,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,21.0,-18.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.454360206160762,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,21.0,-19.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.456558998489889,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,21.0,-20.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.455744863134627,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,21.0,-21.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.458808276599457,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,21.0,-22.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.459029591616511,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,21.0,-23.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.466323499480424,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,21.0,-24.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.452184449092813,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,22.0,-16.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.452338005362585,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,22.0,-17.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.454668033596586,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,22.0,-18.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.453629211370894,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,22.0,-19.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.45440050559413,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,22.0,-20.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.457529552952411,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,22.0,-21.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.455752595646856,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,22.0,-22.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.457444431037133,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,22.0,-23.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.4566180210925745,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,22.0,-24.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.451979105285746,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,23.0,-16.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.452291054208963,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,23.0,-17.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.453560127562764,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,23.0,-18.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.455903292356949,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,23.0,-19.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.453574166406984,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,23.0,-20.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.454122768277717,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,23.0,-21.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.456491309739805,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,23.0,-22.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.455861029421698,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,23.0,-23.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.455724376459962,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,23.0,-24.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.451691908838,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,24.0,-16.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.452469043732698,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,24.0,-17.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.452117643997292,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,24.0,-18.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.45302209545653,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,24.0,-19.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.455212894436006,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,24.0,-20.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.453492510461944,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,24.0,-21.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.45388236124073,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,24.0,-22.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.457614986995241,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,24.0,-23.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.455957421261143,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,24.0,-24.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.4515689676238415,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,25.0,-16.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.453098193255041,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,25.0,-17.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.452943999399371,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,25.0,-18.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.452190045823478,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,25.0,-19.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.454164754778068,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,25.0,-20.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.454915975444515,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,25.0,-21.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.453823804574577,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,25.0,-22.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.454304444900559,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,25.0,-23.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.45704012631965,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,,,25.0,-24.0,,,,
meta-llama/Llama-3.1-8B,nlp,7.570015468164136,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,20.0,3.0,,
meta-llama/Llama-3.1-8B,nlp,7.5042665983904095,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,20.0,4.0,,
meta-llama/Llama-3.1-8B,nlp,7.568581078219584,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,20.0,5.0,,
meta-llama/Llama-3.1-8B,nlp,7.74661773391524,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,20.0,6.0,,
meta-llama/Llama-3.1-8B,nlp,7.965036199330932,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,20.0,7.0,,
meta-llama/Llama-3.1-8B,nlp,8.077084763762082,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,20.0,8.0,,
meta-llama/Llama-3.1-8B,nlp,9.098989873639072,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,20.0,9.0,,
meta-llama/Llama-3.1-8B,nlp,9.144995519270418,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,20.0,10.0,,
meta-llama/Llama-3.1-8B,nlp,9.417816711113057,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,20.0,11.0,,
meta-llama/Llama-3.1-8B,nlp,7.571527617459682,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,21.0,3.0,,
meta-llama/Llama-3.1-8B,nlp,7.493937264307652,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,21.0,4.0,,
meta-llama/Llama-3.1-8B,nlp,7.709430950236602,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,21.0,5.0,,
meta-llama/Llama-3.1-8B,nlp,8.2666623088308,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,21.0,6.0,,
meta-llama/Llama-3.1-8B,nlp,7.917020886498461,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,21.0,7.0,,
meta-llama/Llama-3.1-8B,nlp,8.863815962190433,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,21.0,8.0,,
meta-llama/Llama-3.1-8B,nlp,27.81389396786896,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,21.0,9.0,,
meta-llama/Llama-3.1-8B,nlp,176.66875151234785,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,21.0,10.0,,
meta-llama/Llama-3.1-8B,nlp,30.90115050864659,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,21.0,11.0,,
meta-llama/Llama-3.1-8B,nlp,7.56415631820837,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,22.0,3.0,,
meta-llama/Llama-3.1-8B,nlp,7.52726770348711,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,22.0,4.0,,
meta-llama/Llama-3.1-8B,nlp,7.5253135937062545,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,22.0,5.0,,
meta-llama/Llama-3.1-8B,nlp,7.608031895540456,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,22.0,6.0,,
meta-llama/Llama-3.1-8B,nlp,7.659527357984608,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,22.0,7.0,,
meta-llama/Llama-3.1-8B,nlp,8.330608146166588,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,22.0,8.0,,
meta-llama/Llama-3.1-8B,nlp,8.156841097719541,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,22.0,9.0,,
meta-llama/Llama-3.1-8B,nlp,8.426157046591479,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,22.0,10.0,,
meta-llama/Llama-3.1-8B,nlp,9.145023536641698,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,22.0,11.0,,
meta-llama/Llama-3.1-8B,nlp,7.559584684036783,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,23.0,3.0,,
meta-llama/Llama-3.1-8B,nlp,7.5192142136982625,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,23.0,4.0,,
meta-llama/Llama-3.1-8B,nlp,7.542234745525898,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,23.0,5.0,,
meta-llama/Llama-3.1-8B,nlp,7.669218915577922,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,23.0,6.0,,
meta-llama/Llama-3.1-8B,nlp,8.20516222577689,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,23.0,7.0,,
meta-llama/Llama-3.1-8B,nlp,9.666186314001989,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,23.0,8.0,,
meta-llama/Llama-3.1-8B,nlp,8.30786367111517,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,23.0,9.0,,
meta-llama/Llama-3.1-8B,nlp,21.66870925945889,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,23.0,10.0,,
meta-llama/Llama-3.1-8B,nlp,175.50341821852413,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,23.0,11.0,,
meta-llama/Llama-3.1-8B,nlp,7.55686480336199,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,24.0,3.0,,
meta-llama/Llama-3.1-8B,nlp,7.48338199403739,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,24.0,4.0,,
meta-llama/Llama-3.1-8B,nlp,7.558027753103952,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,24.0,5.0,,
meta-llama/Llama-3.1-8B,nlp,7.56812248089231,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,24.0,6.0,,
meta-llama/Llama-3.1-8B,nlp,7.66063117685449,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,24.0,7.0,,
meta-llama/Llama-3.1-8B,nlp,7.816007163241913,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,24.0,8.0,,
meta-llama/Llama-3.1-8B,nlp,7.994555655821715,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,24.0,9.0,,
meta-llama/Llama-3.1-8B,nlp,8.78712081370298,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,24.0,10.0,,
meta-llama/Llama-3.1-8B,nlp,8.323117788883271,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,24.0,11.0,,
meta-llama/Llama-3.1-8B,nlp,7.560900961375606,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,25.0,3.0,,
meta-llama/Llama-3.1-8B,nlp,7.478238641075028,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,25.0,4.0,,
meta-llama/Llama-3.1-8B,nlp,7.517375690039429,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,25.0,5.0,,
meta-llama/Llama-3.1-8B,nlp,7.679217362641104,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,25.0,6.0,,
meta-llama/Llama-3.1-8B,nlp,7.761875007167867,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,25.0,7.0,,
meta-llama/Llama-3.1-8B,nlp,7.8052591979339105,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,25.0,8.0,,
meta-llama/Llama-3.1-8B,nlp,12.968856672700396,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,25.0,9.0,,
meta-llama/Llama-3.1-8B,nlp,13.134082528014662,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,25.0,10.0,,
meta-llama/Llama-3.1-8B,nlp,16.625220844013224,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,,,25.0,11.0,,
meta-llama/Llama-3.1-8B,nlp,9.446438558067548,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-9.0,5.0
meta-llama/Llama-3.1-8B,nlp,8.357708906009485,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-9.0,6.0
meta-llama/Llama-3.1-8B,nlp,7.903465961436965,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-9.0,7.0
meta-llama/Llama-3.1-8B,nlp,7.696326173545026,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-9.0,8.0
meta-llama/Llama-3.1-8B,nlp,7.59550896181151,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-9.0,9.0
meta-llama/Llama-3.1-8B,nlp,7.546487044479591,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-9.0,10.0
meta-llama/Llama-3.1-8B,nlp,8.605857800161301,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-8.0,5.0
meta-llama/Llama-3.1-8B,nlp,7.9697121807913405,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-8.0,6.0
meta-llama/Llama-3.1-8B,nlp,7.714391432759666,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-8.0,7.0
meta-llama/Llama-3.1-8B,nlp,7.597077055199764,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-8.0,8.0
meta-llama/Llama-3.1-8B,nlp,7.5435257901738435,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-8.0,9.0
meta-llama/Llama-3.1-8B,nlp,7.520854328321089,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-8.0,10.0
meta-llama/Llama-3.1-8B,nlp,8.071083107187198,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-7.0,5.0
meta-llama/Llama-3.1-8B,nlp,7.736209989129954,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-7.0,6.0
meta-llama/Llama-3.1-8B,nlp,7.60210263073972,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-7.0,7.0
meta-llama/Llama-3.1-8B,nlp,7.542487083409661,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-7.0,8.0
meta-llama/Llama-3.1-8B,nlp,7.51859566097839,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-7.0,9.0
meta-llama/Llama-3.1-8B,nlp,7.508654311086335,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-7.0,10.0
meta-llama/Llama-3.1-8B,nlp,7.7688800952060895,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-6.0,5.0
meta-llama/Llama-3.1-8B,nlp,7.604580108880226,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-6.0,6.0
meta-llama/Llama-3.1-8B,nlp,7.541467309017798,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-6.0,7.0
meta-llama/Llama-3.1-8B,nlp,7.516614501594495,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-6.0,8.0
meta-llama/Llama-3.1-8B,nlp,7.507789782470032,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-6.0,9.0
meta-llama/Llama-3.1-8B,nlp,7.50466415951302,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-6.0,10.0
meta-llama/Llama-3.1-8B,nlp,7.628738029615176,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-5.0,5.0
meta-llama/Llama-3.1-8B,nlp,7.553933380518528,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-5.0,6.0
meta-llama/Llama-3.1-8B,nlp,7.494370862787127,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-5.0,7.0
meta-llama/Llama-3.1-8B,nlp,7.506011184085088,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-5.0,8.0
meta-llama/Llama-3.1-8B,nlp,7.50421193985596,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-5.0,9.0
meta-llama/Llama-3.1-8B,nlp,7.503551730202013,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-5.0,10.0
